V,I,T,Q,SoC
0.6749746292439054,0.8920220134613568,0.6476516831284014,0.19600148270938172,0.4983437775248054
0.6772227956883541,0.8641093390801688,0.6183565141436538,0.15445644650924836,0.4987310808134182
0.6291636457290088,0.7236903789991534,0.5941678425048712,0.37811082315780126,0.4964346635495732
0.650814680323353,0.818973035011572,0.5933615534502451,0.3873407509719821,0.49153964454895593
0.6289555402460583,0.7515791926910865,0.5846267553584625,0.3798222127832048,0.4880027470782373
0.6236379859357435,0.7791768206204409,0.5742793791574278,0.3526575813615382,0.4819243910259096
0.648394474039393,0.8143151064455109,0.5571457367466236,0.352601175962656,0.4808354617100052
0.6847293777482852,0.8995886454039793,0.5364509843445541,0.14566601212661237,0.4803283129713002
0.660757149381783,0.8187188909243692,0.5056776187596586,0.24722537898124952,0.48000432328415454
0.6518422151460601,0.8175450437880579,0.48525162937579785,0.3406637504803047,0.4766780127583286
0.678716719763486,0.865331652288744,0.45682994020022843,0.21141832517619938,0.47718462472433953
0.4535217220778318,0.30584594079844096,0.47967479674796737,0.47692834674869866,0.4657699705502783
0.47120172772032887,0.5065202164637068,0.6868910837868709,0.5252661695176793,0.44053617362906594
0.5016028250375311,0.599868793718517,0.7999059329436269,0.49036201733296597,0.42595334126090656
0.6278845474430577,0.942573323505329,0.8576899818584961,0.1920541519869806,0.42017910000750186
0.5640284216471179,0.6783290588246045,0.8599744675132699,0.4770605366970067,0.41874588150668285
0.6476469519763077,0.9222402819253408,0.8502318081032049,0.17480469234086063,0.4170208307489467
0.5978660595606022,0.7545384741660431,0.8201975408183833,0.44483873705709037,0.41524035325404035
0.6117956863058336,0.8174236247173324,0.7782705099778269,0.36116417021099567,0.4112165774357651
0.6200562867248733,0.8121989745990199,0.7530067862662095,0.37356118533067806,0.4097841219581526
0.5304387630335541,0.6045199980445648,0.7388967278102532,0.5402610677285602,0.40039916973066486
0.6282228028566805,0.8926095320923035,0.737687294228314,0.263929954251413,0.3965858092414744
0.6101182978705977,0.7935751424740403,0.710609420143788,0.35197534981466333,0.39676480553792765
0.6291533412594548,0.8655066546413358,0.6929382516965664,0.24149595260773782,0.3938594062624488
0.5661822797941258,0.6587197119438029,0.6567896257474969,0.43605926574600545,0.3919115285611056
0.5334118265101104,0.6558769405327984,0.6674057649667405,0.5241956546827494,0.3801929586638069
0.5701573409297114,0.7855833207933396,0.6839346905865751,0.3757821968868621,0.371560597241424
0.597832010009032,0.8082360289896436,0.6661291406302491,0.42966706063411164,0.37146467223463414
0.623427416340508,0.8897343899841186,0.6565880534838406,0.2676494208736935,0.3684928845699731
0.6166143698836068,0.8247265322419758,0.6210441443257407,0.31234623409689055,0.36951959089814523
0.6358752155618232,0.871885069728398,0.5763622925485452,0.1516196543874931,0.3690901670124044
0.6294042326920752,0.8420538783154868,0.5447826379090237,0.24852113993673955,0.36893402977498796
0.6337946087527315,0.8540500309649097,0.508163676678089,0.2166918465779163,0.36794501525426104
0.5926031637409659,0.7483436315367512,0.47208224148357186,0.5260861051642872,0.3655475484284469
0.5973949660938154,0.766392470240365,0.47658402203856737,0.3436939429830363,0.36306823884619976
0.6040032672208808,0.798817168826168,0.47920446146610224,0.3039348329483074,0.3597010458641812
0.5563343430433438,0.717971067047207,0.49465833501310214,0.5369556766392792,0.3517774336223191
0.5879506957373037,0.8263826041518957,0.5193173419337499,0.382683903473585,0.3463484983898649
0.6111297039583501,0.8419553386475505,0.507760532150776,0.218160635848669,0.3465261049467864
0.5706282103862905,0.7452420744348799,0.4887455486125108,0.6182103258986762,0.34305270323906484
0.632684414163385,0.9030201551514717,0.48007794127528053,0.2099929966533814,0.3416269993360474
0.5268664722514076,0.6078186049468263,0.4725525767654371,0.475264217237014,0.33910167276995623
0.5298390877075485,0.7176334086101644,0.5062823355506282,0.45835522614871277,0.32650272082102266
0.46784336668653315,0.5590608227862379,0.5393401867902976,0.6450075377779773,0.31644995977359575
0.4510143758230776,0.5784221537416245,0.6033057851239668,0.6627024558704572,0.301001576103389
0.4644142184271052,0.6306911526401564,0.6734529328764361,0.6522324953581565,0.2879842891974327
0.4868920746980596,0.7128055638928082,0.7240475710542227,0.5028478797765963,0.27643146842233723
0.5430530018391877,0.7963062543794966,0.7431297453470402,0.45564498714836993,0.2743678563383607
0.5931103228511916,0.8948316412571774,0.7420546932742053,0.2941874446508251,0.2746345808410197
0.590786664966749,0.8656610100679928,0.6953571188604446,0.17984932862591416,0.2748121086540676
0.533398609907856,0.7164374855246625,0.6532957065107841,0.5809553366747727,0.27147088659277757
0.5641330344141118,0.8151456706997547,0.6351542027816972,0.5478967217927385,0.26699795580544133
0.5298113104417947,0.7193542205445491,0.6255459248807363,0.6038256780762589,0.26271233564111957
0.5527002254438733,0.8183816190231155,0.6043136464422494,0.43463046450294457,0.256818870067445
0.5625062722858158,0.8133395279178742,0.5920177383592016,0.5132746853455927,0.25573456394497357
0.5983862112628746,0.8881961074216297,0.5842236108311495,0.204659475548019,0.25579296469363105
0.5711037840572322,0.8096606578620449,0.5597661761741584,0.4299117410546299,0.25493011192335047
0.5732928118068485,0.8361404030142988,0.5400120943358193,0.4125547701459305,0.2515686001910788
0.590501947992766,0.8532172048216851,0.5113888328965933,0.322241245676779,0.25231239341202705
0.32246208595233283,0.2280483214826825,0.5740106161392192,0.7357679096235865,0.23669775949808022
0.38903478353701604,0.5348375796537885,0.8197272055365181,0.7229332469977392,0.2121293092842874
0.3913057990226496,0.53470690914872,0.9387892226029698,0.7129684429689003,0.19721246206839266
0.5765062382362636,1.0,0.9991937109453738,0.2220649476579718,0.1933668962624474
0.4879108731226667,0.6864298929379269,0.9875025196532955,0.661071915888225,0.1897174228894914
0.5771370509811391,0.9073731530374205,0.9610293623597391,0.2246783182545891,0.18934436592401616
0.533808548587942,0.7819852276850716,0.9131223543640393,0.6203535493565581,0.18652249674579602
0.532925276338992,0.7931367725965924,0.9040516024994959,0.5031436569194015,0.18254229958918594
0.5278458448794596,0.7501229072919353,0.8718000403144525,0.6008540499252627,0.18082483538821975
0.4560485572206552,0.6332761213487031,0.8658200631593092,0.7318530559247529,0.16997766061454517
0.557438489357083,0.8851627422667834,0.8656184908956526,0.3458977545805373,0.16755764311078478
0.529290710719106,0.7696688511074962,0.8237586508096485,0.5202079138854,0.16696077612510588
0.5696297968905848,0.8972975704190795,0.7958744876704964,0.247179239762446,0.16448980883674344
0.4727731593273241,0.6309409233688029,0.7678559430222401,0.6625613337860866,0.16085865031194213
0.4442210422644537,0.636873648320615,0.7977558287979573,0.7438196198596864,0.14862841857012118
0.5069371801134233,0.8286240526079317,0.8371968017200832,0.4288030451817514,0.1404816899580659
0.5092102116909267,0.761851348492488,0.8025935631257138,0.6532079110848931,0.14009734082408834
0.5643651089892867,0.9112748083957753,0.7870053080696096,0.2987548392350487,0.1378079347702509
0.5493514968490085,0.8348260657372669,0.7398373983739837,0.4253412878974356,0.13834846425926342
0.5632522262774471,0.8606765793853531,0.685412887186723,0.20556034220763705,0.13814728984425725
0.5551338723402945,0.8347404681909043,0.6495330242558622,0.3709671573565818,0.13781743523442305
0.5613138659502439,0.8526290613997342,0.6036417388967277,0.3163709770664359,0.13688983235934188
0.5218916535588691,0.7734539376770961,0.5900020157226364,0.6609359401545818,0.1337527383425921
0.5147347514331531,0.756845734589195,0.5628569508835582,0.4753501669971954,0.13113646553573555
0.49867321954126864,0.7229565691863096,0.5856346166767452,0.49002627778098945,0.12743832278647865
0.4886187453789892,0.7520518373479297,0.6128468722703755,0.7003405394093921,0.11902732479072028
0.51971360230943,0.8358613265742479,0.635893301081771,0.4484318779646495,0.11397963821243157
0.535960390643081,0.8275950099865085,0.6051871262514277,0.3812077211341881,0.11409614683243413
0.4971557743943278,0.7566800139366336,0.57743734462138,0.7686385649190722,0.10996562572993915
0.5652792946468985,0.9006571986908973,0.5564066384465497,0.25845738461946494,0.10937199031847386
0.41510576353943285,0.5711887190611848,0.5383995162265671,0.6946811556510005,0.10460475615083933
0.44147512513850207,0.7114649262772749,0.6224551501713363,0.6177091392325647,0.09220355116853453
0.33987103924351625,0.5227334570479676,0.6835315460592621,0.8982438949619027,0.0803348044921998
0.32466701842669576,0.5709169015911109,0.7900960827790093,0.8861775441809472,0.06425754821074595
0.3240003640485887,0.5848755139525164,0.9121144930457569,0.8696621007421461,0.0504467714039317
0.40287323812771514,0.7918946142092332,0.9701001142242826,0.5731684748795961,0.03911401871271142
0.4445283842694143,0.776844865697526,0.9999999999999999,0.6042777463642479,0.03683841453418691
0.5204167703513918,0.8839513480346878,0.9830007390982999,0.3994079520169624,0.03782006923926437
0.5221855549513681,0.8526603310384322,0.9375125982664784,0.2841974514844147,0.03783056224163464
0.4418205488787714,0.7006902832388308,0.8973325270442787,0.8092108446024237,0.03334880404662695
0.4805823791778543,0.8032660583414538,0.8740845259692265,0.7243864141247691,0.029166900894622656
0.43250642845293163,0.7111065299793021,0.8642074850500571,0.7977066367664674,0.02404830023948848
0.4842126886037945,0.8693447300459397,0.8474769871665657,0.4750255479145526,0.018712526007900757
0.47030456683850175,0.7946821954390838,0.8137472283813746,0.6834034079750972,0.01718777113518062
0.522148593267098,0.8709988383643014,0.7782705099778269,0.2602396393612117,0.017575932283673053
0.4822561834497676,0.784944777209639,0.7417187395014445,0.6607033756390385,0.01614820199799443
0.4992834233470351,0.854267073940953,0.713229859571323,0.46873266516722273,0.012893402712297027
0.5081235381733877,0.8260864797823686,0.6797016730497882,0.45733503504141504,0.013628841886805054
0.0,0.0,0.7452894481719314,1.0,0.0
1.0,0.7250157668153414,0.0,0.0,0.9999999999999999
0.9931194961748027,0.7038744523509052,0.009761834754484333,0.00042882378218120343,0.9989327786585279
0.9850626923933703,0.6633847866490074,0.007880035283740483,0.0015865156820282212,0.9979593804626624
0.9820890487769502,0.6905359427204943,0.010232284622170518,0.0038971332302656326,0.9947805116985261
0.9716900593128481,0.6518793765361759,0.013172596295207839,0.005347515512905239,0.9919693534150292
0.9495227361686962,0.5734310349434821,0.0256395177888864,0.010063492359745504,0.9876057738426636
0.9454495022887173,0.584041257883709,0.042693325492502154,0.014714136497507302,0.982307872856382
0.976777791578749,0.731827743227321,0.05445457218465144,0.017220245982796884,0.9810613345080854
0.9600985135337989,0.6433455559911185,0.0561011467215522,0.019221786143160082,0.9796672682716453
0.96939156259422,0.7283791491373451,0.054101734783887245,0.01373784691853952,0.9766020195329846
0.9655088329179069,0.6634017113949603,0.05163187297853611,0.02318219371293796,0.9771426396746953
0.9064827564485038,0.45251952132004597,0.06127609526609845,0.026037869896102617,0.9690750172172057
0.9132144129892374,0.5437101345048547,0.08362246398118245,0.030325036917224837,0.9617726493539612
0.874917733934717,0.41195694032036856,0.10685092619817738,0.04112826011548939,0.9519707440492595
0.8686707200881085,0.4474620998793984,0.1469567774184064,0.04710033033714894,0.9418830108458393
0.8704934643087836,0.4895814552691967,0.178418112319906,0.050032039572164254,0.9332401711804078
0.9301121358543893,0.7736538155193216,0.1935901205527788,0.030158120719215625,0.9304064345496755
0.9402644858761451,0.776897066207149,0.205116142311085,0.03224000826783742,0.9306035541071561
0.935050512824616,0.717681227528097,0.19911790649808925,0.05602365158583211,0.9311150690661533
0.9241838990419153,0.6724257650517382,0.18853278447515454,0.058027312412880235,0.9300666048891968
0.9134564803306944,0.6651528804284534,0.18794472214054725,0.0527331289891298,0.9262575991051502
0.9077383061534641,0.6369842297638337,0.19276683328432842,0.05738849434787947,0.9241742602923303
0.8906284886082294,0.5812438911972007,0.18571008526903832,0.07198738573848679,0.9196938284732147
0.9187270966321144,0.7127375131053624,0.18388709203175502,0.05202600629357714,0.918102704066632
0.9292762034087039,0.7682635620560831,0.19241399588356423,0.05186095909859334,0.9172867556306227
0.9180029266525791,0.6761204603252969,0.18870920317553708,0.0810468540149852,0.9177171221212244
0.9069780673780343,0.6747425703275414,0.17947662452219948,0.058174788569847626,0.915092578498486
0.9287250112460979,0.7646387770495502,0.17536018817994758,0.05092232563778258,0.914845057717245
0.841749428042879,0.31809075299265677,0.17300793884151755,0.07755440426938734,0.91113758696056
0.7849492026891065,0.290019920164817,0.23404880917377202,0.09685415479436371,0.8920356825527903
0.80567860010399,0.4382489713924024,0.2934431049691275,0.10529947615594058,0.8802958056833265
0.8774697282470236,0.8487306242524065,0.32555130843869495,0.06227488596193632,0.8739620223777309
0.860790704207679,0.56146406093597,0.35107321376065936,0.10193614963932002,0.8773090848664203
0.8947672559342692,0.8115958077779202,0.350014701558365,0.06778755569919775,0.8737101383346686
0.8711828355204485,0.6231136239225884,0.34231108497500706,0.12513011777608524,0.8741377024845604
0.8665256427548331,0.6529205311182101,0.34207586004116486,0.09701079503940264,0.8711434198859801
0.8903010753835296,0.7698304234880974,0.3396648044692734,0.0799306563203084,0.870177760060348
0.8282134693584147,0.48308158768105364,0.3311967068509256,0.12654769822509981,0.8655245497561322
0.8741704494451374,0.7900234290982351,0.32955013231402486,0.09728192423732444,0.8603020980156013
0.8782510494876576,0.7132700241116232,0.32684504557483063,0.1049869443346827,0.862162633490247
0.8672076478039563,0.6886899945012638,0.31108497500735055,0.10353612850703992,0.8600883202151028
0.8584348022223458,0.6076530142943377,0.30355777712437515,0.1466921336528447,0.8598124457699373
0.8143727039480853,0.5078930052044228,0.2974419288444574,0.13813007491638332,0.8518058672227723
0.816334897245842,0.5902202109008416,0.3063804763304905,0.13233865840642603,0.8443559201244599
0.8620604782265122,0.7470991388660032,0.3078506321670096,0.11137889964136774,0.8438967319571813
0.849490248851831,0.6971186735080656,0.30038224051749474,0.11376068399850134,0.841548604045834
0.8684362729147983,0.7324528226798276,0.30067627168479927,0.10646383062676594,0.8427464405881805
0.865062316465075,0.7268146365075869,0.2861511320199943,0.1251811379532597,0.8419620179957124
0.8648784164071364,0.7163288626747921,0.27003822405174915,0.1666558100691619,0.8418019423450751
0.8610259133978051,0.7167087044900671,0.2573360776242284,0.11549777333731737,0.8406781879329667
0.8480574032346597,0.6439196880465302,0.23992943251984666,0.14910865203839246,0.8397011419982431
0.8597487732164297,0.7349718280834588,0.227344898559247,0.1437117386380482,0.8377881143760033
0.8495461300849061,0.6976495615232903,0.22558071155542514,0.12703791368551973,0.8357428475323074
0.8140866936369813,0.5553899735087833,0.22828579829461937,0.15861774226898026,0.8312912654411736
0.8224945331643689,0.6499803048111769,0.23393119670685092,0.15881130603714605,0.8265494441197974
0.8508339385016868,0.723861422907774,0.24304616289326653,0.18192974945939205,0.8269090308651366
0.828366888743767,0.6208203758083612,0.2423992943251987,0.1833030787649744,0.8250250222779206
0.8478933156139021,0.7574219512562098,0.23569538371067367,0.12432690480182464,0.822529553893679
0.8286965880189112,0.5985724172477593,0.22452219935313167,0.19122727184576,0.822740716158036
0.7725235025036059,0.45869426036945,0.22593354895618933,0.1796840053690948,0.8135029139741798
0.7751900533437168,0.5243420948319365,0.238635695383711,0.18013696372306096,0.8062233620067021
0.7380976148619696,0.4054432914101008,0.254160541017348,0.20697931358977892,0.7954014083251549
0.7347094340983724,0.4638358214051432,0.27697735960011816,0.1984935058108869,0.7849973094362378
0.7346309463664622,0.48678647271257525,0.2914436930314608,0.20428993179647512,0.7760995894258155
0.8019467497569801,0.8009994010298653,0.3048515142605117,0.1315402375985077,0.7749785533203662
0.8085003483686868,0.7740393224652876,0.3167303734195821,0.1427939787379038,0.7753876788286579
0.8054639653678599,0.7215055526105316,0.3080270508673921,0.20816566261154917,0.7756631831477675
0.7874092469724432,0.6193417309176026,0.2990885033813582,0.2126772947697517,0.7742339337550834
0.78864955634111,0.6848131670365225,0.29603057924139975,0.18838780636295419,0.7703951111117332
0.7824434373968896,0.6456276474926527,0.30114672155248456,0.19087343056353978,0.7681638969347709
0.7616987996457132,0.5861994186072168,0.2987944722140554,0.23619732280505595,0.7631146097724146
0.790590667173662,0.6999464012871183,0.29214936783299095,0.1771214372785081,0.7620918679352738
0.8098425139849135,0.78676915889409,0.28485739488385775,0.1681620579863432,0.7615900050909818
0.7950987586492086,0.679655335981498,0.2683916495148484,0.23494619163878613,0.7615630714726943
0.7837071152812056,0.6717059754868345,0.25451337841811217,0.18219949872692925,0.7588001516984567
0.8079392499874896,0.7601611862604333,0.24898559247280172,0.17066658988432973,0.7589834497051067
0.6970879019416438,0.2094833312680372,0.24063510732137594,0.2364397383096643,0.7528375840343101
0.6666458382070655,0.32433135958729215,0.29508967950602827,0.2617330261841522,0.7331747127597255
0.6822593087339062,0.4516372183246668,0.3336077624228171,0.2631000060147108,0.7215182374778311
0.7628283625706489,0.8818876845347576,0.36865627756542185,0.14464964925546014,0.7167634007819023
0.7225250392375155,0.5269585728951781,0.40458688620993843,0.272092467283695,0.7187206545686436
0.768665665376572,0.8229520031276116,0.4021170244045873,0.17171734253232818,0.7162397298142575
0.7346837795322791,0.6023587486673121,0.3982358129961776,0.29207655308899255,0.7157315960396009
0.7442717290999741,0.7009587499468629,0.3830638047633048,0.20888737315111688,0.7128441919675914
0.7567693128716573,0.7372636247053606,0.38177006762716914,0.20333151761377807,0.7122123869140993
0.6942930782710652,0.4476895151216663,0.37130255807115553,0.302775395541393,0.7059865620185073
0.7527087792719231,0.8109668596097118,0.36671567186121745,0.2209358838431312,0.7020488498513384
0.7465580335495683,0.699665103575862,0.36742134666274673,0.2349784425201527,0.7035330045555378
0.7406127783615672,0.6983409927723561,0.35566009997059655,0.22991850831059082,0.7012625316453565
0.7227069072506151,0.5685685263125166,0.3458982652161131,0.32040841913124135,0.7004989515261187
0.684958372291443,0.4773611272538239,0.3416642164069392,0.29688063028848666,0.6916755302466773
0.7028467170156572,0.6406247655113204,0.3493678329902963,0.27117220747681864,0.6845255314140792
0.731189678431444,0.7225271920672947,0.355718906204058,0.24198364285005958,0.6845709826415324
0.7282434674203522,0.7329253371483414,0.35083798882681627,0.2064465431137023,0.6820307897241775
